drug,ALogP,ALogp2,AMR,apol,nA,nF,nE,nG,nP,nS,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,bpol,nB,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH.3,SCH.4,SCH.5,SCH.6,SCH.7,VCH.3,VCH.4,VCH.5,VCH.6,VCH.7,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,ECCEN,FMF,fragC,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,nHBAcc,nHBDon,HybRatio,Kier1,Kier2,Kier3,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.dsssP,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sBr,khs.sI,nAtomLC,nAtomP,LOBMAX,LOBMIN,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEC.44,MDEO.11,MDEO.12,MDEO.22,MDEN.11,MDEN.12,MDEN.13,MDEN.22,MDEN.23,MDEN.33,MLogP,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,PetitjeanNumber,topoShape,geomShape,nRotB,LipinskiFailures,TopoPSA,VABC,VAdjMat,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,MW,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,WPATH,WPOL,XLogP,Zagreb
AMRUBICIN,-0.0212,0.00044944,134.1693,76.778997,0,0,0,0,0,0,12,12,68,1.293091404,-0.409764696,-0.073992177,-0.256240612,-0.118378288,47.87913969,47.81546961,76.07704035,97.50035979,102.5394145,2902.684118,3616.908607,5617.089066,6607.636236,6403.556655,11.85,16.00499505,-0.389123267,0.200568859,4.453437531,11.55916171,39.665003,43,500.2088656,2144.946531,41.30044521,251.4457292,-1078.224881,-71.66651747,248.7631364,3223.171412,112.9669627,0.665477028,2.853633232,0.054946042,0.334522972,-1.434468556,-0.095345013,375.9842922,1612.258916,31.04366941,189.0003377,-810.4526862,-53.86846715,0.050798832,0.090543626,0.033713226,1.513626273,479.4337098,272.2208851,0.637837795,0.362162205,0,0,0,9,6,3,7,1,0,0,0,0,0.245783534,0.826923354,0,0,0,0.123465668,0.291791508,3.694432422,0.144337567,1.443807744,0.102062073,1.669709556,0.055901699,0.363605398,0.016137431,9.850050681,16.7430452,26.51557339,3.561954527,5.073891707,6.579113785,28.38602239,18.42777712,17.69127965,16.2261269,13.79523893,11.4465705,8.78442698,6.715815107,21.21013727,12.41180174,10.15993306,7.805280423,5.750258573,4.115610264,2.742189285,1.77398247,919,0.367647059,3702.12,3416.977596,58.45491935,15.06193297,3749.15093,61.23031055,15.53498988,9268.710363,96.27414171,21.00582632,9,6,0.444444444,30.45754462,11.58877256,5.12786339,2,0,4,0,0,3,5,0,3,9,0,1,1,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,4,19,1.384049329,1.384049329,2,0.076923077,1.846452123,5.510526285,0.239045722,4.007877741,25.19206083,2.070996629,35.78618352,4.118920582,0,4.211887425,3.751097469,0.552604725,0,0,0,0,0,0,3.11,11883.7892,9007.736495,3668.070739,1.319286949,3.239792807,2.455715044,9.204180069,0.5,1,0.842311929,5,2,206.07,475.9268757,6.426264755,1.048646158,7.174924938,17.66466614,0.040506665,0.27715,0.404148532,0.497063345,0.487211051,25.88823723,152.7905954,311.5870294,0.261757501,1.388422928,543.5203085,79.35759167,2.034810043,31.9703028,29.44997884,2.520323959,4392,83,-0.044,220
LY-294002,1.4548,2.11644304,95.4568,49.821895,0,0,0,0,0,0,23,25,41,0.475035057,-0.220829928,-0.111587202,0.088288584,0.027123487,29.23982271,33.5726699,49.09592374,45.62499437,41.23739763,1770.612774,2139.460433,3117.11571,2906.768839,2614.097484,11.85,14.01115141,-0.242717238,0.214848778,5.702715435,10.56039752,26.298105,30,381.6095542,669.0162854,21.67763132,180.1444533,-315.819066,-26.99980557,201.4651009,984.8353514,48.67743689,0.679317903,1.190941723,0.038589189,0.320682097,-0.562201714,-0.048063396,214.3706963,375.8225794,12.17749626,101.1968685,-177.4126259,-15.16724898,0.12240163,0.13830927,0.919998524,3.996146904,466.5578923,95.19611517,0.83053772,0.16946228,0,0,9,3,2,1,1,0,0,0,0,0.331927305,0.680280261,0.894125522,0,0,0.089027346,0.157350293,0.166339546,1.753290751,0,0.465056069,0,0.778683252,0,0.135572189,0,4.569114031,7.340057361,9.520780742,1.603208134,2.005572989,2.146821901,17.67299763,12.68667319,11.79988714,10.66059801,9.131710865,6.950009685,5.162811424,3.904316873,14.22107478,8.184596286,6.170265269,4.449811244,3.009122352,1.875275743,1.106545146,0.662700269,593,0.585365854,1375.09,2531.477946,50.31379479,13.62881353,2683.428416,51.80181865,13.89621969,5461.104431,73.89928573,17.61003262,6,0,0.176470588,18.05555556,7.438016529,3.44640999,2,0,0,0,0,8,1,0,0,3,3,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1.052551246,1.052551246,2,0.111111111,2.759191739,3.085493915,0,5.811145252,14.31007285,0,6.250373872,0,0,0,0,0,0,0,0,3.288983805,4.347111194,0.482744692,2.34,4354.74697,2766.646996,2176.473039,1.57401612,2.000827436,1.271160702,7.35468495,0.461538462,0.857142857,0.602573446,3,0,91.61,258.9121587,5.906890596,1.565440034,5.600820384,8.183857422,0.101982281,0.364871491,0.347500421,0.462643468,0.531316794,15.35011784,67.41540197,154.5195231,0.149859671,1.341460683,345.3619504,54.49850193,2.096096228,28.83971516,0,28.83971516,1683,41,2.765,148
AZD-8055,2.9268,8.56615824,95.0718,51.551102,0,0,0,0,0,0,12,12,43,0.85312762,-0.3021786,0.003335102,-0.023648718,-0.367400656,44.95376634,41.94223951,63.07380777,66.20367119,64.52244251,1849.587527,2160.09136,3098.407428,3074.600112,2812.465126,11.9,31.97207257,-0.379435198,0.418031711,3.782549805,11.51893111,28.870898,30,247.5865281,633.95683,15.84740002,381.8731534,-977.8039849,-69.2668188,-134.2866253,1611.760815,85.11421882,0.393331829,1.007144458,0.025176196,0.606668171,-1.55340209,-0.110041709,155.8457371,399.0502643,9.975299371,240.3737535,-615.4881849,-43.6006697,0.163228845,0.148149205,0,3.202312966,427.1833625,202.276319,0.678650873,0.321349127,1,0,1,10,2,3,0,1,0,0,0,0,0.151374715,0.255245736,0,0,0,0.051834039,0.063583129,4.592757824,0.696923425,1.253739948,0.36425077,1.403374803,0.128617533,0.202694903,0.032054799,7.177045539,10.09426291,14.19817132,2.050128517,2.419355981,2.64598019,22.03516943,13.25900403,14.06740895,9.791963377,7.437197888,5.651951995,3.426774188,2.089315625,14.99157868,8.3086463,6.807371456,4.318516763,2.776985566,1.727200022,0.870648541,0.461035343,681,0.395348837,1124.11,2957.482519,54.382741,14.35403702,3109.264499,55.76077922,14.59550825,6952.137121,83.37947662,19.08561284,6,2,0.235294118,25.26222222,9.646502836,6.738341047,1,0,1,0,0,7,0,1,1,5,0,2,0,0,1,0,1,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,0,0,0,6,11,1.694457694,1.694457694,3,0,1.77997669,1.305875274,0.755928946,7.557037685,13.89212434,3.811360817,3.224323026,3.305036377,0.166666667,1.639769145,0,0,0,0.166666667,0,0,0,0,2.23,8367.925816,7140.527289,2194.00692,1.171891861,3.813992444,3.254560058,8.615606672,0.466666667,0.875,0.693802472,7,0,115.64,349.5768229,5.906890596,1.558141089,4.189633505,13.80979084,0.079669481,0.214220605,0.443620467,0.466815465,0.510118368,19.55756544,85.90360507,195.6120391,0.279582435,1.4205543,430.3751407,56.7812463,1.95797401,28.52482857,9.903403766,5.514377931,2378,47,2.529,152
SARIDEGIB,3.3423,11.17096929,88.6644,48.281481,0,0,0,0,0,0,12,12,40,0.502625326,-0.240930774,-0.048878202,-0.064950562,0.076541649,25.68338741,28.15900569,39.37665124,41.87465326,39.31703032,1610.194204,1921.320598,2719.411127,2854.622435,2528.02515,11.85,15.99693052,-0.378467869,0.19190771,5.391407309,10.8039538,25.354519,26,392.6743744,661.2044155,24.22097496,146.7270622,-247.0662405,-26.00315083,245.9473121,908.270656,50.22412579,0.727981699,1.225811373,0.044903431,0.272018301,-0.458037787,-0.048207419,211.8091217,356.6546116,13.06482869,79.14478816,-133.2678851,-14.02613691,0.113881223,0.22471962,0.859538611,5.171005784,472.2709112,67.13052539,0.875546261,0.124453739,0,0,1,11,3,4,0,0,0,0,0,0,0.327721083,0.403520368,0,0,0,0.116506214,0.101209482,1.143950551,0,0.358710871,0,0.502135529,0,0.096881703,0,3.183112768,5.520974967,8.335828144,1.178860453,1.636470543,1.946260364,15.6480536,11.32649984,9.927415744,8.726978114,7.627229143,6.528103964,4.26689966,3.379729563,12.69653801,7.777835842,5.596591914,4.149244549,2.949543221,2.070300107,1.080486372,0.710014401,432,0.55,1343.04,2058.279631,45.36826679,12.72042023,2229.751449,47.22024406,13.06428015,4437.482143,66.61442894,16.43282409,3,0,0.210526316,16.46745562,7.486111111,3.52,0,0,4,0,0,9,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,1.084301247,1.020193742,0,0,0,0,0,17.58689592,22.33178416,0,7.383136998,0,0,0,0.377964473,0.2,0,0,0,0,0,0,3.11,3586.69414,2159.820108,1673.918596,1.66064485,2.142693288,1.290277863,6.933294197,0.454545455,0.833333333,0.788224832,2,0,38.77,282.2301025,5.700439718,0.949353857,5.583772598,8.211354074,0.064387067,0.378702565,0.29104041,0.459297593,0.612055153,14.74448053,58.9467906,117.2194625,0.167682776,1.362393156,307.3438928,48.09198198,2.090955738,12.27908341,8.806487805,3.472595607,1130,38,4.04,124
Gemcitabine,3.2741,10.71973081,129.2991,73.378583,0,0,0,0,0,0,16,17,65,0.965554212,-0.620364217,0.119359566,-0.132214265,0.199437975,38.89777765,42.31882704,60.11872854,67.92138763,64.89374136,2470.291967,2969.342347,4300.327634,4749.606012,4453.184904,11.85,15.99795004,-0.391183382,0.207711475,4.627857986,11.36364112,47.557417,38,613.5599175,1786.316603,36.45258189,159.0817762,-463.150232,-37.62042887,454.4781413,2249.466835,74.07301076,0.794106664,2.311959887,0.047179155,0.205893336,-0.599437276,-0.048690653,474.0619738,1380.182686,28.16478461,122.913213,-357.8491797,-29.06711188,0.072198051,0.134289014,1.99646097,3.774681459,647.9497214,124.6919723,0.838616045,0.161383955,0,0,2,7,3,9,2,0,0,0,0,0,0.358304986,0.667797859,0,0,0,0.12972576,0.201617424,2.015735575,0,0.606310631,0,1.073483394,0,0.242209627,0,5.586183834,9.296758801,13.31439104,2.403761599,3.197038582,3.642745595,23.65612529,16.58405,14.6533844,13.2190735,11.29283809,9.453562408,6.774853974,5.332961071,19.8992258,11.74447642,8.834273848,6.53856956,4.618518119,3.106771639,1.761102815,1.119552403,830,0.430769231,3639.09,3027.313993,55.02103228,14.46613419,3344.895009,57.83506729,14.95526674,7073.765536,84.10568076,19.19627164,8,1,0.48,25.64127424,11.58847737,5.495844875,3,0,7,0,0,5,2,0,0,6,2,0,0,0,0,0,0,0,3,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,19,1.47119649,1.431954421,0,0.271307849,5.340593106,5.265415277,0,11.89438191,27.29790733,0,11.64802559,0,0,0,0.341826469,0.251859896,0,0,0,1.190550789,2.121320344,0.25,3.22,10995.03288,8853.780071,3227.82339,1.241846171,3.406330383,2.742956786,9.582709678,0.5,1,0.953345306,5,0,93.07,415.5268191,6.247927513,2.10645929,7.162176834,19.91329954,0.072183673,0.245431863,0.420673469,0.480980392,0.503425949,29.18193566,199.6559614,529.2665401,0.261788348,1.40507981,465.5456965,70.51902978,2.074089111,27.94743469,11.29143478,16.65599991,3352,61,3.41,184
methotrexate,4.3566,18.97996356,141.1456,90.552064,0,0,0,0,0,0,0,0,83,0.427063371,-0.184608824,-0.067452468,0.079476574,-0.045046799,44.17112075,50.05876913,71.87291287,78.88267547,73.99312594,3502.604548,4343.750921,6890.956782,7572.484058,6838.040183,11.89,31.97207275,-0.368830214,0.209455395,6.190179416,12.75385164,62.185936,40,658.9943177,1432.230734,23.5276798,125.0097231,-271.6909124,-23.83177721,533.9845946,1703.921646,47.35945701,0.840549644,1.8268155,0.030009641,0.159450356,-0.346542745,-0.030397518,516.6542079,1122.874682,18.44579603,98.00812804,-213.0067731,-18.68420963,0.096294703,0.169655435,0.058083597,1.618584052,687.6383777,96.36566302,0.877085247,0.122914753,0,0,0,0,2,5,13,7,1,0,0,0.146608802,0.631326683,1.457255809,0,0,0.107325092,0.461675935,1.055678016,4.731570281,0.573466593,1.08533965,0.165963653,3.095764623,0.227775867,0.909317382,0.141058778,8.832896346,15.5164532,23.44514548,6.979275627,11.62989144,17.28164394,24.7503479,16.48956752,17.43645198,14.3963654,12.92919733,10.9677656,8.878187727,7.082552166,22.81106195,15.03138722,14.47222793,12.20339833,10.43692112,8.640400491,6.763557012,5.137866828,999,0.313253012,6554.06,3091.089856,55.59757059,14.56701419,3577.185335,59.80957562,15.29374392,7267.061094,85.24705915,19.36955324,5,2,0.931034483,25.2875,8.763550296,4.204323149,5,0,11,0,0,0,9,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,4,2.010625648,2.010625648,0,1.13374297,9.439077278,10.26552668,2.078258442,12.03107479,30.82222575,6.434378116,13.64035105,6.570939412,0.166666667,0.5,0.153846154,0,0,0,0,0.076923077,0,0,3.99,12565.12823,11337.40382,2701.466666,1.108289731,4.651224605,4.196758732,9.520041358,0.470588235,0.888888889,0.825125048,2,2,75.81,500.2380265,6.321928095,2.41485718,4.168156684,20.76080709,0.088314548,0.152435049,0.423910267,0.467681725,0.510345945,27.34382095,146.734184,383.045973,0.319437803,1.401937938,504.7702034,72.66336115,2.076096033,17.2156437,7.921889575,6.054477772,3688,72,5.649,210
THIOGUANINE,-1.3935,1.94184225,53.4033,30.796723,0,0,0,0,0,0,0,0,29,0.864324772,-0.397595524,-0.063351816,0.050004162,-0.091416637,25.18190532,22.82112171,37.86680957,43.65014911,34.05283758,887.1481728,1055.117785,1536.000169,1484.313237,1142.285367,11.9,18.99940968,-0.393137402,0.329908091,4.270873503,9.362791755,19.945277,19,195.322371,474.9959756,22.51572244,228.3508672,-555.3165385,-58.56465895,-33.02849623,1030.312514,81.08038139,0.461021262,1.121137549,0.053144075,0.538978738,-1.310718942,-0.138230725,82.75286138,201.2430831,9.539309033,96.74615133,-235.2727561,-24.8122787,0.135607111,0.161595695,0.639699115,5.720362983,254.7919672,168.8812709,0.601387919,0.398612081,0,0,2,1,0,2,3,0,0,0,0,0.068041382,0.359561759,0.768027855,0,0,0.03928371,0.109276556,0.143271424,2.022328225,0.166666667,0.840721551,0.164266427,0.621828067,0.023809524,0.124048729,0.010494597,4.783802761,7.214767221,10.51231131,1.166463253,1.460133866,1.588502868,13.49963552,8.374245891,8.179928358,6.932081229,5.312521886,3.934802442,2.529738024,1.445952617,9.032488305,5.044753463,3.871087893,2.663557922,1.722861648,1.033907978,0.515694251,0.245332956,253,0.379310345,594.09,1678.874177,40.97406713,11.88518783,1810.556569,42.55063535,12.18813809,3915.21791,62.57170215,15.76105603,7,3,0.555555556,14.4099723,5.174791914,2.524654832,0,0,1,0,0,2,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,2,8,1.513925781,1.513925781,0,0,0,0,0,0.965489385,5.296436952,0.908560296,3.494135594,2.532478421,0,0.543690187,0.908560296,0,0,0.5,0.25,0,0.5,0,1.46,2058.095286,1686.226192,756.8862828,1.22053334,2.719160503,2.227846151,5.740963318,0.444444444,0.8,0.81615567,2,0,108.38,211.884332,5.247927513,0.868093417,2.232153492,7.0143694,0.08582564,0.220685929,0.417644009,0.522586807,0.468092213,10.11461631,23.6839948,47.39047922,0.270116324,1.408323028,263.1985071,35.59504144,1.977502302,24.48599019,10.60131643,8.934873506,560,31,-1.069,96
NELARABINE,2.0097,4.03889409,95.2933,52.050067,0,0,0,0,0,0,11,11,44,0.51536034,-0.294669217,0.040966126,0.064007063,-0.034861278,35.61865645,32.74881301,48.35844164,48.63979846,46.91197833,1851.981258,2179.042876,3012.8299,2848.322721,2737.406625,11.85,31.97207228,-0.314966092,0.273790576,4.409220243,12.42621435,27.489933,27,390.1073987,831.4958201,28.35138311,227.9187346,-485.7982078,-39.26494509,162.1886641,1317.294028,67.6163282,0.631215053,1.345405599,0.045874085,0.368784947,-0.786048003,-0.063532823,241.0965671,513.8861465,17.52189568,140.8597342,-300.2359879,-24.26676218,0.128395845,0.147709209,1.09022657,1.222461083,462.1305701,155.8955631,0.747752474,0.252247526,0,0,1,9,1,2,3,0,0,0,0,0.096225045,0.364547899,0.52694747,0,0,0.088388348,0.232529083,0.240030961,1.772832594,0,0.24759976,0,0.802660169,0,0.134369739,0,3.239633899,5.254408919,7.136568426,1.65923157,2.274746801,2.64914186,17.81119031,12.02487714,11.03384683,8.364455044,7.192860715,5.599447657,3.793532847,2.604501444,14.28908493,8.821646504,6.921984458,5.120302926,3.808289456,2.63026466,1.460585736,0.903249016,494,0.431818182,1516.08,2283.781255,47.78892398,13.16896069,2492.270509,49.92264525,13.55808626,5113.445829,71.50836195,17.22811994,6,4,0.294117647,19.75308642,9.273922571,5.489603025,0,0,4,0,0,5,1,0,2,5,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,3,18,1.137637203,1.000565485,0,0,0,0,0,7.800001104,17.39585326,0,8.8867154,0,0,0.166666667,0,0,0,0.629960525,0,0.685006711,0,0,2.45,5983.964186,4179.93221,2358.07591,1.431593596,2.537646969,1.772602905,8.218871913,0.5,1,0.709001808,6,0,124.49,311.4076875,5.754887502,1.2731907,6.543100301,13.39008278,0.060038115,0.308544043,0.347272243,0.35033233,0.648032901,21.20637378,112.991398,245.7453889,0.223563382,1.345637474,362.4234955,50.70930912,2.028372365,22.13772071,4.984919101,11.45840993,1541,35,1.502,128
Icotinib,0.384,0.147456,115.8752,62.679446,1,0,1,1,0,0,16,17,55,1.021601785,-0.578550578,0.03224691,0.201344971,-0.144549578,39.75218759,39.15318888,57.05549006,58.89037947,54.47498478,1969.516219,2274.16756,3104.664889,3204.017996,2827.573753,11.85,15.99896016,-0.332109932,0.291015587,3.832769604,9.756789127,33.524554,35,424.9115983,1538.582572,43.90264514,314.748494,-1139.687759,-74.25807799,110.1631044,2678.270332,118.1607231,0.574468736,2.08012111,0.059355163,0.425531264,-1.540826349,-0.100394869,314.290152,1138.028127,32.47303456,232.8069001,-842.9815534,-54.92573682,0.07636082,0.091556362,0.273764708,2.86816336,413.7968726,325.8632197,0.559441934,0.440558066,0,0,6,7,1,1,3,0,0,0,0,0,0.206930271,0.421412331,0,0,0,0.054711535,0.075803643,2.744237115,0,0.566635354,0,0.905803816,0,0.11396297,0,5.370444495,7.369276068,10.06473763,1.569911465,1.788284906,1.895229638,24.12059139,15.63393805,14.73299817,11.23011947,8.927255075,7.113733666,4.975141445,3.444843854,17.59536254,9.750178614,7.200234726,4.720876997,3.027299012,1.917408834,1.071949574,0.614048874,1009,0.327272727,2193.13,2964.61486,54.44827693,14.36556662,3216.937073,56.71804892,14.76207889,6798.521665,82.4531483,18.94399172,13,5,0.25,27.58530612,12.80799667,8,1,0,3,0,0,5,1,0,3,5,2,0,2,0,1,0,0,0,4,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,8,12,1.309852387,1.21355603,5,0,1.888548374,1.930739039,0,6.780277902,18.39037544,0,9.825224275,0,0,2.087949026,0,0,0.25,2.448685163,0.288675135,2.114419353,1.038109116,0,2.23,10267.1647,8725.815064,3284.203927,1.176642483,3.126226302,2.656904156,9.593074613,0.473684211,0.9,0.527374457,10,1,210.54,387.6309446,6.129283017,2.385249751,6.236426042,17.19188797,0.092402962,0.241594927,0.472233456,0.423934428,0.6846543,25.81356376,163.098318,444.6486708,0.249501584,1.580822184,454.4400648,66.17716723,2.005368704,35.91187986,12.15848591,23.75339395,3832,51,-2.668,168
GDC-0927,0.2361,0.05574321,44.6913,20.533965,0,0,0,0,0,0,5,5,16,0.258101919,-0.211403552,0.130129232,-0.074954491,0.028898839,18.92765454,15.1654226,23.41405165,21.33625981,19.22865742,735.8497162,851.6239169,1173.762079,926.4855371,545.9809189,11.9,31.97207153,-0.27684874,0.2134141,5.98368201,10.49388565,9.906035,12,169.6454142,205.5840741,20.23299692,154.9701841,-187.7999588,-22.08040788,14.67523013,393.3840329,42.3134048,0.522604013,0.633315451,0.062329096,0.477395987,-0.578530298,-0.068020169,55.06954765,66.73579722,6.567946401,50.30573904,-60.96279601,-7.167644817,0.129174371,0.22837522,1.169959612,4.506557642,240.3521929,84.26340546,0.74042096,0.25957904,0,0,2,1,0,0,0,0,0,0,0,0.11785113,0.206930271,0.40205748,0,0,0.032274861,0.046250286,0.081541302,0.827126825,0,0.164266427,0,0.319882061,0,0.048208085,0,1.72130082,3.004882897,3.572700834,0.585855738,0.788356694,0.719126754,7.844934983,5.270856948,4.908698046,3.928045384,3.529817383,2.20619131,1.468242257,0.711455709,6.273872601,3.368741988,2.44003796,1.617085416,1.1205947,0.53352748,0.273692675,0.092633426,95,0.5625,179.06,1101.236636,33.18488565,10.32666805,1166.024061,34.14709447,10.52533282,2092.970818,45.748998,12.7914877,4,3,0,7.638888889,2.802768166,1.32231405,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,1.222787457,1.074749133,0,0,0,0,0,0,1.519671371,0,3.532775529,0,0,0,0,0,0,1.33748061,0,2.334815149,0,0,1.35,879.3459485,451.7508769,427.5951892,1.946528482,2.056491679,1.056491954,4.564666494,0.4,0.666666667,0.718964669,0,0,111.18,122.3704547,4.584962501,7.84E-07,1.837023954,4.883339566,1.17E-07,0.273351841,0.475933984,0.361150338,0.523994435,6.720364304,8.970817026,15.69118836,0.294986032,1.361078757,167.1929843,22.25526073,2.02320552,17.18348095,0,14.64074686,138,14,0.042,58
ANASTROZOLE,-1.5155,2.29674025,69.6048,38.871895,0,0,0,0,0,0,9,10,36,0.937842557,-0.500560023,-0.00435428,-0.04214598,0.188922245,26.67224668,26.98646317,40.89274409,45.57567895,41.30311659,1202.697462,1460.876497,2168.093748,2098.593299,1852.811025,11.85,15.99894113,-0.393279805,0.32737871,4.325652333,9.973706224,25.510105,23,338.8181824,994.4689861,37.0014392,146.7220062,-430.6453796,-47.47141491,192.0961762,1425.114366,84.47285411,0.697816968,2.048170284,0.076206749,0.302183032,-0.886940751,-0.09777031,164.5098442,482.8546591,17.96568577,71.23943058,-209.0956388,-23.04927975,0.071695987,0.133889162,1.649504565,3.077100147,270.6419566,214.898232,0.557403821,0.442596179,0,0,2,1,0,2,3,0,0,0,0,0.174792465,0.492759365,0.89234538,0,0,0.074228435,0.149443445,0.187420565,1.551239701,0,0.520611625,0,0.613031572,0,0.118402329,0,4.26800644,7.173470936,10.00130528,1.313237519,1.761800919,1.908222888,15.14589989,10.06208061,9.099936612,8.340245563,7.020147953,5.42163247,3.863116985,2.678663028,11.11820015,6.229563383,4.64399241,3.391394605,2.345059481,1.433189709,0.804139754,0.45318344,343,0.388888889,1024.1,1961.002847,44.2832118,12.51678353,2139.516431,46.25490711,12.88561671,4498.128345,67.06808738,16.50734701,8,4,0.545454545,15.87901701,6.24567474,2.698875469,1,0,1,0,0,1,4,0,0,2,2,0,1,0,0,0,0,0,3,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,11,1.581522567,1.417261527,0,0,0.298142397,1.685106775,0,0.2,4.997336434,0,10.0519973,0,0,0.766309432,1.227963714,0.166666667,0,1.10520945,0.25,1.144714243,1.190550789,0,1.57,3006.113962,2432.462167,844.6756525,1.235831744,3.558897375,2.879758828,6.229504091,0.5,1,0.920315686,3,0,148.77,228.3320132,5.523561956,0.694400426,3.219895736,9.966909996,0.050024502,0.231960804,0.2379826,0.412551982,0.460780665,13.88120616,41.24933451,77.41552454,0.288511021,1.111315246,297.2677468,42.61926513,2.029488816,28.8192048,13.44687,15.3723348,866,36,-0.774,114
